property,entity,frequency,timeline_entry_count,evaluated_n_statements
P54,Q120495669,A-Few-Years,7,7
P54,Q120557657,A-Few-Years,5,5
P54,Q12057599,A-Few-Years,9,9
P54,Q120668446,A-Year,6,6
P54,Q120692712,A-Few-Years,8,8
P54,Q120694102,A-Year,6,6
P54,Q120715980,A-Few-Years,3,3
P54,Q120721401,A-Year,7,7
P54,Q120727286,A-Year,3,3
P54,Q120729303,A-Few-Years,4,4
P54,Q120734419,A-Year,11,11
P54,Q120736325,A-Year,9,9
P54,Q120737261,A-Few-Years,3,3
P54,Q120776671,A-Few-Years,6,6
P54,Q120782174,A-Year,9,9
P54,Q120798728,A-Few-Years,6,6
P54,Q120799555,A-Few-Years,4,4
P54,Q120933337,A-Year,4,4
P54,Q120964655,A-Year,6,6
P54,Q120964786,A-Few-Years,6,6
P54,Q120968286,A-Year,5,5
P54,Q121264,A-Few-Years,4,4
P54,Q121335832,A-Year,5,5
P54,Q121355210,A-Few-Years,3,3
P54,Q121357170,A-Few-Years,4,4
P54,Q121403102,A-Year,6,6
P54,Q121445127,A-Year,11,11
P54,Q121484539,A-Year,6,6
P54,Q121494430,A-Year,6,6
P54,Q12157722,A-Year,10,10
P54,Q121590158,A-Few-Years,3,3
P54,Q121967,A-Year,16,16
P54,Q122223191,A-Few-Years,6,6
P54,Q122370315,A-Year,15,15
P54,Q122446053,A-Few-Years,5,5
P54,Q1225185,A-Few-Years,5,5
P54,Q12253081,A-Few-Years,6,6
P54,Q1225398,A-Few-Years,7,7
P54,Q12256841,A-Year,13,13
P54,Q1225887,A-Year,11,11
P54,Q12260755,A-Year,10,10
P54,Q122621679,A-Few-Years,3,3
P54,Q12267330,A-Year,11,11
P54,Q122713358,A-Few-Years,3,3
P54,Q122750952,A-Year,7,7
P54,Q122759176,A-Year,4,4
P54,Q122766688,A-Year,3,3
P54,Q122839883,A-Few-Years,3,3
P54,Q122874827,A-Few-Years,4,4
P54,Q122902881,A-Year,11,11
P54,Q122920596,A-Few-Years,5,5
P54,Q122950070,A-Year,7,7
P54,Q122961719,A-Year,5,5
P54,Q123035155,A-Few-Years,11,11
P54,Q123061852,A-Year,10,10
P54,Q123089293,A-Few-Years,7,7
P54,Q123097717,A-Year,12,12
P54,Q12311271,A-Few-Years,5,5
P54,Q123144901,A-Year,4,4
P54,Q123172892,A-Year,10,10
P54,Q123173247,A-Few-Years,5,5
P54,Q123186797,A-Year,12,12
P54,Q123197958,A-Year,9,9
P54,Q123200986,A-Year,3,3
P54,Q123205,A-Few-Years,6,6
P54,Q123232,A-Year,7,7
P54,Q123281081,A-Year,11,11
P54,Q123326759,A-Few-Years,7,7
P54,Q123326761,A-Few-Years,4,4
P54,Q123326763,A-Year,6,6
P54,Q123326764,A-Few-Years,7,7
P54,Q123326782,A-Few-Years,4,4
P54,Q123326783,A-Year,3,3
P54,Q123353644,A-Year,8,8
P54,Q123369878,A-Year,3,3
P54,Q123375391,A-Few-Years,6,6
P54,Q123405467,A-Year,4,4
P54,Q123405935,A-Few-Years,5,5
P54,Q123474234,A-Few-Years,6,6
P54,Q123479394,A-Few-Years,3,3
P54,Q123498933,A-Year,7,7
P54,Q123508393,A-Few-Years,7,7
P54,Q123511759,A-Year,5,5
P54,Q123588435,A-Year,7,7
P54,Q123598564,A-Few-Years,3,3
P54,Q123598595,A-Few-Years,7,7
P54,Q123675748,A-Year,10,10
P54,Q123912931,A-Year,10,10
P54,Q123997171,A-Year,5,5
P54,Q123997285,A-Year,6,6
P54,Q124003694,A-Year,9,9
P54,Q124021655,A-Year,10,10
P54,Q124039394,A-Year,4,4
P54,Q124051828,A-Few-Years,3,3
P54,Q12405901,A-Year,11,11
P54,Q124250696,A-Few-Years,4,4
P54,Q124288544,A-Year,4,4
P54,Q124316576,A-Few-Years,4,4
P54,Q124328457,A-Few-Years,4,4
P54,Q124328583,A-Few-Years,3,3
P54,Q124344322,A-Year,3,3
P54,Q124347854,A-Year,4,4
P54,Q124361339,A-Few-Years,5,5
P54,Q124479824,A-Few-Years,4,4
P54,Q124620825,A-Year,11,11
P54,Q124672700,A-Year,9,9
P54,Q124680846,A-Year,7,7
P54,Q124705626,A-Year,6,6
P54,Q124710113,A-Year,10,10
P54,Q124718941,A-Few-Years,3,3
P54,Q124737844,A-Few-Years,4,4
P54,Q124818210,A-Year,3,3
P54,Q124972959,A-Few-Years,4,4
P54,Q125005648,A-Few-Years,6,6
P54,Q125074606,A-Year,10,10
P54,Q125080618,A-Year,5,5
P54,Q125103529,A-Year,5,5
P54,Q125145787,A-Few-Years,5,5
P54,Q125178364,A-Year,9,9
P54,Q125214112,A-Year,9,9
P54,Q125269937,A-Few-Years,3,3
P54,Q125351369,A-Few-Years,4,4
P54,Q125408075,A-Few-Years,5,5
P54,Q125441735,A-Few-Years,4,4
P54,Q125462663,A-Year,3,3
P54,Q125462814,A-Few-Years,3,3
P54,Q125501561,A-Few-Years,4,4
P54,Q125536176,A-Year,6,6
P54,Q125537423,A-Year,9,9
P54,Q125703893,A-Few-Years,8,8
P54,Q125704980,A-Few-Years,4,4
P54,Q125775267,A-Few-Years,3,3
P54,Q125790373,A-Few-Years,4,4
P54,Q125879418,A-Few-Years,6,6
P54,Q125932240,A-Few-Years,4,4
P54,Q125952891,A-Year,4,4
P54,Q125952983,A-Year,9,9
P54,Q126005709,A-Few-Years,3,3
P54,Q126006227,A-Few-Years,5,5
P54,Q126006250,A-Year,4,4
P54,Q126384700,A-Few-Years,4,4
P54,Q126387622,A-Few-Years,4,4
P54,Q126489068,A-Few-Years,4,4
P54,Q126628334,A-Year,5,5
P54,Q126974270,A-Year,5,5
P54,Q127256345,A-Year,5,5
P54,Q127257015,A-Few-Years,7,7
P54,Q127295375,A-Few-Years,5,5
P54,Q127661599,A-Few-Years,4,4
P54,Q127661634,A-Few-Years,5,5
P54,Q127670490,A-Few-Years,5,5
P54,Q127698532,A-Few-Years,3,3
P54,Q127700248,A-Year,5,5
P54,Q127789977,A-Few-Years,7,7
P54,Q127795224,A-Few-Years,3,3
P54,Q128243,A-Year,15,15
P54,Q128590169,A-Year,6,6
P54,Q128839950,A-Few-Years,3,3
P54,Q129062672,A-Few-Years,3,3
P54,Q129063,A-Few-Years,5,5
P54,Q129084623,A-Year,4,4
P54,Q129122993,A-Few-Years,6,6
P54,Q129167740,A-Few-Years,5,5
P54,Q129520761,A-Year,8,8
P54,Q129597011,A-Year,6,6
P54,Q1296648,A-Few-Years,8,8
P54,Q129824335,A-Few-Years,4,4
P54,Q130064751,A-Year,7,7
P54,Q130072936,A-Few-Years,3,3
P54,Q130079878,A-Year,6,6
P54,Q130241801,A-Few-Years,4,4
P54,Q130251180,A-Few-Years,5,5
P54,Q130284524,A-Few-Years,4,4
P54,Q130307290,A-Few-Years,6,6
P54,Q130325196,A-Few-Years,5,5
P54,Q130355656,A-Year,7,7
P54,Q130395141,A-Year,7,7
P54,Q130479907,A-Few-Years,3,3
P54,Q130489059,A-Few-Years,5,5
P54,Q130544647,A-Year,12,12
P54,Q130738844,A-Year,4,4
P54,Q131141692,A-Few-Years,7,7
P54,Q131198581,A-Few-Years,8,8
P54,Q131233106,A-Few-Years,6,6
P54,Q131289144,A-Few-Years,4,4
P54,Q131384900,A-Few-Years,5,5
P54,Q131387503,A-Few-Years,3,3
P54,Q131400288,A-Year,6,6
P54,Q131480149,A-Year,4,4
P54,Q131598825,A-Year,6,6
P54,Q131702947,A-Few-Years,4,4
P54,Q131703616,A-Year,7,7
P54,Q131703986,A-Year,6,6
P54,Q131849075,A-Few-Years,6,6
P54,Q131857519,A-Year,7,7
P54,Q131934547,A-Few-Years,3,3
P54,Q131934921,A-Few-Years,6,6
P54,Q131983179,A-Year,4,4
P54,Q131986614,A-Few-Years,6,6
P54,Q132131432,A-Few-Years,4,4
P54,Q132131446,A-Few-Years,4,4
P54,Q132171568,A-Few-Years,3,3
P54,Q132205257,A-Year,6,6
P54,Q132407109,A-Year,7,7
P54,Q132432043,A-Few-Years,5,5
P54,Q132432628,A-Few-Years,3,3
P54,Q132745890,A-Few-Years,3,3
P54,Q132861493,A-Few-Years,3,3
P54,Q132978758,A-Year,5,5
P54,Q133055095,A-Year,10,10
P54,Q1332551,A-Year,6,6
P54,Q133278914,A-Few-Years,5,5
P54,Q133295410,A-Few-Years,3,3
P54,Q133300655,A-Year,6,6
P54,Q133445426,A-Few-Years,9,9
P54,Q13366062,A-Year,7,7
P54,Q133798008,A-Year,4,4
P54,Q1338005,A-Few-Years,5,5
P54,Q133828797,A-Few-Years,3,3
P54,Q1340767,A-Few-Years,6,6
P54,Q134082834,A-Few-Years,3,3
P54,Q13417050,A-Year,7,7
P54,Q13442474,A-Year,11,11
P54,Q134459672,A-Few-Years,4,4
P54,Q134519401,A-Few-Years,4,4
P54,Q134708143,A-Few-Years,3,3
P54,Q13476347,A-Few-Years,6,6
P54,Q134774198,A-Year,7,7
P54,Q134822784,A-Few-Years,4,4
P54,Q134879764,A-Year,4,4
P54,Q135056856,A-Few-Years,6,6
P54,Q135091672,A-Few-Years,6,6
P54,Q13516515,A-Few-Years,5,5
P54,Q135238756,A-Few-Years,3,3
P54,Q135242177,A-Few-Years,5,5
P54,Q135275391,A-Few-Years,4,4
P54,Q135357809,A-Few-Years,4,4
P54,Q135367323,A-Few-Years,3,3
P54,Q1354036,A-Year,6,6
P54,Q135443262,A-Few-Years,6,6
P54,Q135458073,A-Year,6,6
P54,Q135466615,A-Year,5,5
P54,Q13553722,A-Few-Years,5,5
P54,Q13560216,A-Few-Years,3,3
P54,Q13563911,A-Year,11,11
P54,Q135643860,A-Year,5,5
P54,Q13566954,A-Few-Years,5,5
P54,Q1358103,A-Few-Years,7,7
P54,Q135932799,A-Few-Years,5,5
P54,Q135937331,A-Few-Years,4,4
P54,Q136039348,A-Few-Years,3,3
P54,Q136088972,A-Few-Years,9,9
P54,Q136091876,A-Few-Years,4,4
P54,Q136174643,A-Year,15,15
P54,Q136202381,A-Year,6,6
P54,Q136298369,A-Few-Years,4,4
P54,Q1363155,A-Few-Years,5,5
P54,Q1363271,A-Year,7,7
P54,Q136339421,A-Few-Years,3,3
P54,Q1364214,A-Year,11,11
P54,Q136471821,A-Few-Years,4,4
P54,Q136565087,A-Year,6,6
P54,Q136723812,A-Few-Years,6,6
P54,Q136731305,A-Year,10,10
P54,Q136756839,A-Few-Years,7,7
P54,Q136757534,A-Year,5,5
P54,Q136759725,A-Year,8,8
P54,Q1368079,A-Few-Years,4,4
P54,Q1369022,A-Few-Years,6,6
P54,Q137177314,A-Year,4,4
P54,Q137179484,A-Few-Years,4,4
P54,Q137206688,A-Few-Years,3,3
P54,Q137221482,A-Year,9,9
P54,Q137286074,A-Few-Years,3,3
P54,Q137356492,A-Year,4,4
P54,Q137373476,A-Year,6,6
P54,Q137395138,A-Few-Years,4,4
P54,Q1374299,A-Year,3,3
P54,Q137441048,A-Year,10,10
P54,Q137460380,A-Few-Years,5,5
P54,Q137547182,A-Few-Years,5,5
P54,Q137600022,A-Few-Years,5,5
P54,Q1376261,A-Few-Years,5,5
P54,Q137701356,A-Few-Years,4,4
P54,Q137755823,A-Year,8,8
P54,Q137857723,A-Year,5,5
P54,Q137887330,A-Few-Years,5,5
P54,Q137897912,A-Few-Years,3,3
P54,Q137899089,A-Few-Years,3,3
P54,Q137899728,A-Few-Years,3,3
P54,Q1379582,A-Few-Years,3,3
P54,Q138069,A-Few-Years,6,6
P54,Q1383974,A-Few-Years,7,7
P54,Q138455482,A-Few-Years,4,4
P54,Q138501992,A-Year,6,6
P54,Q138590310,A-Year,4,4
P54,Q138634506,A-Year,11,11
P54,Q1386632,A-Year,8,8
P54,Q138666735,A-Year,6,6
P54,Q138787909,A-Few-Years,3,3
P54,Q138973236,A-Few-Years,3,3
P54,Q1390051,A-Year,6,6
P54,Q139031312,A-Year,7,7
P54,Q139081,A-Year,10,10
P54,Q139177966,A-Year,4,4
P54,Q139380179,A-Year,5,5
P54,Q139482752,A-Few-Years,4,4
P54,Q139488400,A-Few-Years,5,5
P54,Q139503349,A-Year,7,7
P54,Q139504028,A-Few-Years,9,9
P54,Q139604387,A-Few-Years,5,5
P54,Q1396883,A-Few-Years,7,7
P54,Q1396949,A-Few-Years,4,4
P54,Q139822290,A-Year,5,5
P54,Q139863015,A-Year,4,4
P54,Q1398668,A-Few-Years,6,6
P54,Q140078268,A-Year,8,8
P54,Q140301097,A-Few-Years,3,3
P54,Q140354978,A-Year,7,7
P54,Q140369312,A-Few-Years,9,9
P54,Q141176573,A-Year,7,7
P54,Q14327265,A-Year,9,9
P54,Q14340098,A-Year,9,9
P54,Q14513160,A-Few-Years,3,3
P54,Q14519607,A-Few-Years,3,3
P54,Q14581126,A-Year,4,4
P54,Q1471742,A-Year,5,5
P54,Q14751020,A-Year,13,13
P54,Q14786216,A-Year,10,10
P54,Q14912022,A-Few-Years,8,8
P54,Q1499633,A-Few-Years,9,9
P54,Q15014899,A-Few-Years,8,8
P54,Q15041743,A-Few-Years,5,5
P54,Q15074165,A-Year,5,5
P54,Q15080981,A-Few-Years,4,4
P54,Q15137776,A-Year,7,7
P54,Q15211896,A-Few-Years,3,3
P54,Q15247089,A-Year,9,9
P54,Q15260889,A-Year,10,10
P54,Q15303540,A-Few-Years,3,3
P54,Q1537222,A-Few-Years,5,5
P54,Q1543100,A-Year,8,8
P54,Q15476785,A-Few-Years,12,12
P54,Q1551218,A-Few-Years,3,3
P54,Q1553933,A-Year,9,9
P54,Q15640914,A-Year,6,6
P54,Q15644771,A-Year,15,15
P54,Q15714139,A-Few-Years,3,3
P54,Q15733322,A-Few-Years,4,4
P54,Q15733535,A-Few-Years,6,6
P54,Q15734074,A-Year,11,11
P54,Q1574169,A-Year,13,13
P54,Q15809089,A-Year,9,9
P54,Q15838843,A-Year,11,11
P54,Q15839324,A-Year,9,9
P54,Q15839834,A-Few-Years,3,3
P54,Q15843183,A-Year,9,9
P54,Q15845238,A-Few-Years,7,7
P54,Q15876210,A-Few-Years,4,4
P54,Q15878904,A-Few-Years,7,7
P54,Q15958353,A-Year,7,7
P54,Q15965394,A-Year,6,6
P54,Q15976332,A-Few-Years,8,8
P54,Q15980720,A-Year,9,9
P54,Q15983790,A-Year,4,4
P54,Q15991578,A-Year,8,8
P54,Q16011791,A-Year,6,5
P54,Q16025060,A-Year,7,7
P54,Q16091110,A-Few-Years,5,5
P54,Q16149188,A-Year,9,9
P54,Q16180038,A-Few-Years,4,4
P54,Q16205692,A-Few-Years,4,4
P54,Q16208501,A-Year,7,7
P54,Q16212011,A-Few-Years,5,5
P54,Q16219589,A-Few-Years,4,4
P54,Q16225794,A-Year,7,7
P54,Q16225939,A-Year,4,4
P54,Q16226278,A-Few-Years,4,4
P54,Q16226805,A-Few-Years,8,8
P54,Q16227479,A-Few-Years,8,8
P54,Q16227906,A-Year,7,7
P54,Q16228333,A-Year,8,8
P54,Q16232037,A-Few-Years,9,9
P54,Q16232433,A-Few-Years,3,3
P54,Q16233299,A-Year,13,13
P54,Q16233377,A-Few-Years,6,6
P54,Q16233748,A-Few-Years,4,4
P54,Q16234010,A-Year,13,13
P54,Q16234034,A-Year,6,6
P54,Q16234513,A-Few-Years,7,7
P54,Q16234668,A-Year,6,6
P54,Q16234806,A-Few-Years,4,4
P54,Q16235137,A-Few-Years,6,6
P54,Q16235444,A-Few-Years,5,5
P54,Q16236603,A-Few-Years,5,5
P54,Q16236751,A-Few-Years,7,7
P54,Q16236772,A-Few-Years,3,3
P54,Q16236879,A-Few-Years,4,4
P54,Q16237088,A-Year,10,10
P54,Q16264497,A-Few-Years,5,5
P54,Q1630502,A-Year,8,8
P54,Q16384661,A-Year,8,8
P54,Q1640494,A-Year,19,19
P54,Q16438480,A-Year,11,11
P54,Q16472064,A-Year,13,13
P54,Q16508796,A-Year,6,6
P54,Q16508901,A-Few-Years,8,8
P54,Q16514475,A-Year,13,13
P54,Q16525781,A-Year,11,11
P54,Q16526458,A-Few-Years,4,4
P54,Q16549307,A-Year,9,9
P54,Q16563308,A-Few-Years,4,4
P54,Q16565156,A-Few-Years,7,7
P54,Q16593211,A-Few-Years,3,3
P54,Q16596885,A-Few-Years,6,6
P54,Q16623970,A-Few-Years,7,7
P54,Q16628268,A-Few-Years,3,3
P54,Q16632974,A-Few-Years,6,6
P54,Q16633306,A-Few-Years,5,5
P54,Q16635516,A-Year,6,6
P54,Q16641698,A-Few-Years,5,5
P54,Q16642430,A-Year,7,7
P54,Q16643153,A-Few-Years,4,4
P54,Q16644138,A-Few-Years,6,6
P54,Q16644152,A-Few-Years,4,4
P54,Q16644277,A-Few-Years,5,5
P54,Q16645732,A-Year,10,10
P54,Q16646086,A-Few-Years,5,5
P54,Q16647859,A-Year,10,10
P54,Q16658122,A-Year,8,8
P54,Q16663917,A-Few-Years,5,5
P54,Q16666023,A-Year,8,8
P54,Q16666029,A-Few-Years,8,8
P54,Q16666172,A-Year,14,14
P54,Q16667895,A-Year,7,7
P54,Q16669339,A-Year,3,3
P54,Q16671867,A-Few-Years,5,5
P54,Q16673143,A-Year,9,9
P54,Q16674690,A-Few-Years,3,3
P54,Q16675542,A-Few-Years,12,12
P54,Q16730742,A-Year,13,13
P54,Q16735037,A-Few-Years,5,5
P54,Q16738910,A-Year,9,9
P54,Q16760839,A-Year,4,4
P54,Q16770091,A-Few-Years,3,3
P54,Q16801602,A-Few-Years,6,6
P54,Q16801621,A-Year,11,11
P54,Q16849445,A-Few-Years,6,6
P54,Q16855283,A-Year,10,10
P54,Q16880180,A-Year,10,10
P54,Q1688083,A-Few-Years,6,6
P54,Q16916396,A-Year,4,4
P54,Q1692030,A-Few-Years,5,5
P54,Q16929691,A-Few-Years,3,3
P54,Q16948836,A-Few-Years,6,6
P54,Q16980697,A-Few-Years,5,5
P54,Q169814,A-Few-Years,6,6
P54,Q16981586,A-Few-Years,7,7
P54,Q16990457,A-Year,11,11
P54,Q1702899,A-Year,7,7
P54,Q17037462,A-Few-Years,8,8
P54,Q1711961,A-Year,10,10
P54,Q1712273,A-Year,7,7
P54,Q17150874,A-Year,9,9
P54,Q17159259,A-Year,9,9
P54,Q17198031,A-Year,16,16
P54,Q17198253,A-Few-Years,8,8
P54,Q17198659,A-Year,9,9
P54,Q17212610,A-Few-Years,3,3
P54,Q17216891,A-Year,17,17
P54,Q17221204,A-Year,16,16
P54,Q17226474,A-Year,6,6
P54,Q17226585,A-Year,5,5
P54,Q17229631,A-Year,5,5
P54,Q17229760,A-Few-Years,3,3
P54,Q17230057,A-Few-Years,6,6
P54,Q17230722,A-Year,15,15
P54,Q17251486,A-Few-Years,6,6
P54,Q17306009,A-Few-Years,5,5
P54,Q17310737,A-Few-Years,3,3
P54,Q17338499,A-Few-Years,6,6
P54,Q17350622,A-Few-Years,8,8
P54,Q17350806,A-Few-Years,5,5
P54,Q17351438,A-Few-Years,4,4
P54,Q17380281,A-Year,6,6
P54,Q17381417,A-Few-Years,4,4
P54,Q1740212,A-Few-Years,4,4
P54,Q17403507,A-Few-Years,6,6
P54,Q1742901,A-Few-Years,6,6
P54,Q17466052,A-Year,4,4
P54,Q174719,A-Year,12,12
P54,Q17486055,A-Year,6,6
P54,Q17490498,A-Few-Years,8,8
P54,Q17492383,A-Few-Years,7,7
P54,Q17497098,A-Year,9,9
P54,Q17516023,A-Few-Years,4,4
P54,Q17517058,A-Year,7,7
P54,Q1753941,A-Few-Years,4,4
P54,Q175516,A-Year,7,7
P54,Q17580041,A-Few-Years,4,4
P54,Q17602261,A-Year,4,4
P54,Q17612278,A-Year,7,7
P54,Q17627238,A-Year,8,8
P54,Q17634718,A-Few-Years,4,4
P54,Q17634891,A-Year,8,8
P54,Q17636544,A-Few-Years,5,5
P54,Q17652146,A-Few-Years,4,4
P54,Q1768740,A-Year,5,5
P54,Q17711593,A-Year,5,5
P54,Q17745626,A-Few-Years,9,9
P54,Q1801053,A-Year,7,7
P54,Q18019951,A-Few-Years,3,3
P54,Q18022793,A-Few-Years,7,7
P54,Q18043602,A-Few-Years,5,5
P54,Q18117332,A-Year,5,5
P54,Q18125995,A-Few-Years,3,3
P54,Q18126401,A-Few-Years,4,4
P54,Q18145626,A-Year,7,7
P54,Q18156942,A-Few-Years,3,3
P54,Q18157550,A-Few-Years,15,15
P54,Q18201815,A-Few-Years,5,5
P54,Q18201817,A-Few-Years,3,3
P54,Q18206607,A-Few-Years,5,5
P54,Q18208453,A-Few-Years,3,3
P54,Q18211238,A-Year,7,7
P54,Q18211280,A-Year,6,6
P54,Q18211283,A-Few-Years,8,8
P54,Q18214770,A-Few-Years,8,8
P54,Q18221132,A-Few-Years,3,3
P54,Q18221566,A-Few-Years,9,9
P54,Q18224385,A-Year,14,14
P54,Q18237104,A-Year,10,10
P54,Q18343480,A-Year,13,13
P54,Q18396962,A-Year,14,14
P54,Q18397570,A-Year,18,18
P54,Q18402358,A-Few-Years,3,3
P54,Q18402414,A-Year,6,6
P54,Q18402484,A-Few-Years,8,8
P54,Q18414114,A-Year,5,5
P54,Q18417588,A-Few-Years,5,5
P54,Q18545914,A-Year,8,8
P54,Q1859227,A-Year,8,8
P54,Q18610899,A-Few-Years,7,7
P54,Q18613211,A-Few-Years,7,7
P54,Q18621182,A-Few-Years,4,4
P54,Q18637344,A-Few-Years,6,6
P54,Q18637847,A-Few-Years,7,7
P54,Q18638097,A-Few-Years,7,7
P54,Q18664826,A-Few-Years,3,3
P54,Q18669894,A-Few-Years,3,3
P54,Q18684358,A-Year,7,7
P54,Q18700565,A-Few-Years,4,4
P54,Q18745567,A-Few-Years,3,3
P54,Q18747283,A-Year,6,6
P54,Q18747285,A-Few-Years,5,5
P54,Q18753661,A-Year,12,12
P54,Q18812252,A-Year,10,10
P54,Q18812275,A-Few-Years,4,4
P54,Q18816308,A-Few-Years,4,4
P54,Q18817623,A-Few-Years,3,3
P54,Q18818026,A-Year,4,4
P54,Q1902825,A-Few-Years,3,3
P54,Q19059685,A-Few-Years,6,6
P54,Q1906129,A-Few-Years,7,7
P54,Q1909345,A-Few-Years,5,5
P54,Q1910094,A-Year,8,8
P54,Q1926802,A-Few-Years,7,7
P54,Q19281632,A-Few-Years,7,7
P54,Q19281963,A-Few-Years,6,6
P54,Q19282127,A-Year,8,8
P54,Q19282240,A-Few-Years,6,6
P54,Q19301733,A-Few-Years,8,8
P54,Q19329188,A-Few-Years,4,4
P54,Q19355237,A-Year,7,7
P54,Q19364878,A-Year,7,7
P54,Q19365588,A-Year,7,7
P54,Q19365713,A-Year,8,8
P54,Q19366254,A-Few-Years,5,5
P54,Q19518319,A-Year,6,6
P54,Q19518416,A-Year,6,6
P54,Q19518531,A-Few-Years,5,5
P54,Q19544843,A-Few-Years,4,4
P54,Q195451,A-Few-Years,7,7
P54,Q19559916,A-Year,4,4
P54,Q19561372,A-Year,11,11
P54,Q19561384,A-Few-Years,5,5
P54,Q1957079,A-Year,12,12
P54,Q19577492,A-Few-Years,3,3
P54,Q19577544,A-Year,5,5
P54,Q19606304,A-Year,4,4
P54,Q19615250,A-Few-Years,7,7
P54,Q196185,A-Year,8,8
P54,Q19628650,A-Few-Years,3,3
P54,Q19628745,A-Year,6,6
P54,Q19628841,A-Year,5,5
P54,Q19630775,A-Few-Years,4,4
P54,Q19637316,A-Year,7,7
P54,Q19661715,A-Year,7,7
P54,Q19661776,A-Few-Years,4,4
P54,Q19661791,A-Year,8,8
P54,Q19661815,A-Few-Years,3,3
P54,Q19661850,A-Few-Years,3,3
P54,Q19661862,A-Year,6,6
P54,Q19661879,A-Year,9,9
P54,Q19661887,A-Year,7,7
P54,Q19661932,A-Few-Years,5,5
P54,Q19661954,A-Year,5,5
P54,Q19662144,A-Few-Years,6,6
P54,Q19663339,A-Few-Years,8,8
P54,Q19665108,A-Year,8,8
P54,Q19666284,A-Few-Years,3,3
P54,Q19702843,A-Year,5,5
P54,Q19709409,A-Few-Years,3,3
P54,Q19729952,A-Few-Years,5,5
P54,Q19787500,A-Few-Years,7,7
P54,Q19787518,A-Year,11,11
P54,Q19799808,A-Year,6,6
P54,Q19803084,A-Year,12,12
P54,Q19832714,A-Year,7,7
P54,Q19841288,A-Year,5,5
P54,Q19843098,A-Year,10,10
P54,Q19865047,A-Year,8,8
P54,Q19871356,A-Few-Years,3,3
P54,Q1988185,A-Year,19,19
P54,Q19903582,A-Year,8,8
P54,Q1991336,A-Few-Years,7,7
P54,Q19942961,A-Few-Years,4,4
P54,Q19945111,A-Few-Years,4,4
P54,Q19946146,A-Year,10,10
P54,Q19947940,A-Few-Years,8,8
P54,Q19948038,A-Year,7,7
P54,Q19958425,A-Year,6,6
P54,Q19968698,A-Year,19,19
P54,Q19979277,A-Year,18,18
P54,Q19985262,A-Year,12,12
P54,Q2001468,A-Few-Years,12,12
P54,Q20028257,A-Year,10,10
P54,Q20029287,A-Few-Years,6,6
P54,Q20031380,A-Year,10,10
P54,Q20040732,A-Year,6,6
P54,Q20041261,A-Few-Years,3,3
P54,Q20047046,A-Year,9,9
P54,Q2005388,A-Few-Years,5,5
P54,Q20056616,A-Few-Years,6,6
P54,Q20090422,A-Few-Years,7,7
P54,Q20090456,A-Few-Years,3,3
P54,Q20090582,A-Year,4,4
P54,Q20090848,A-Few-Years,4,4
P54,Q20105738,A-Few-Years,4,4
P54,Q2011185,A-Year,13,13
P54,Q20127294,A-Year,10,10
P54,Q2015928,A-Year,21,21
P54,Q2019497,A-Year,7,7
P54,Q20278699,A-Year,6,6
P54,Q203331,A-Year,16,16
P54,Q2034718,A-Year,6,6
P54,Q20492023,A-Year,10,10
P54,Q20492082,A-Year,10,10
P54,Q20492087,A-Few-Years,3,3
P54,Q20492106,A-Year,9,9
P54,Q20492360,A-Year,7,7
P54,Q20492364,A-Year,9,9
P54,Q20492448,A-Few-Years,9,9
P54,Q20492517,A-Year,16,16
P54,Q20492521,A-Year,7,7
P54,Q20492529,A-Year,13,13
P54,Q20492544,A-Year,15,15
P54,Q20492601,A-Year,12,12
P54,Q20492607,A-Year,7,7
P54,Q20492712,A-Year,19,19
P54,Q2050440,A-Few-Years,4,4
P54,Q2052294,A-Few-Years,7,7
P54,Q20533051,A-Year,21,21
P54,Q2057414,A-Few-Years,7,7
P54,Q2057952,A-Year,6,6
P54,Q20609015,A-Year,5,5
P54,Q20631646,A-Year,3,3
P54,Q20641090,A-Year,5,5
P54,Q20641191,A-Few-Years,4,4
P54,Q20644904,A-Year,8,8
P54,Q2065027,A-Year,6,6
P54,Q20652410,A-Year,10,10
P54,Q20672163,A-Few-Years,4,4
P54,Q20677087,A-Year,10,10
P54,Q2069328,Many-Years,3,3
P54,Q20709853,A-Few-Years,5,5
P54,Q20711177,A-Few-Years,4,4
P54,Q20713339,A-Year,15,15
P54,Q20723829,A-Year,11,11
P54,Q20725139,A-Year,7,7
P54,Q20740713,A-Year,4,4
P54,Q20740733,A-Year,14,14
P54,Q20740924,A-Year,7,7
P54,Q20742838,A-Year,7,7
P54,Q20742847,A-Year,5,5
P54,Q2074910,A-Year,11,11
P54,Q20751868,A-Year,16,16
P54,Q20806930,A-Few-Years,8,8
P54,Q2080815,A-Year,8,8
P54,Q20810572,A-Few-Years,8,8
P54,Q20819882,A-Few-Years,5,5
P54,Q20820361,A-Few-Years,4,4
P54,Q20829580,A-Few-Years,6,6
P54,Q20851326,A-Few-Years,8,8
P54,Q20859543,A-Year,12,12
P54,Q2087026,A-Year,7,7
P54,Q20872345,A-Year,8,8
P54,Q20890219,A-Year,7,7
P54,Q2090399,A-Year,8,8
P54,Q20973519,A-Year,6,6
P54,Q20984301,A-Few-Years,3,3
P54,Q20993714,A-Year,9,9
P54,Q20993757,A-Few-Years,5,5
P54,Q21004414,A-Year,8,8
P54,Q2100992,A-Year,6,6
