entity_id,entity,property_id,property,value_id,value,value_unit,frequency,frequency_days,start_time,end_time,query
Q477121,Alain Savary,P39,position held,Q3044918,member of the French National Assembly,,A-Few-Years,1743.5,1951-06-17,1955-12-01,What position did Alain Savary hold?
Q28843426,Sakiusa Bureitakiyaca,P54,member of sports team,Q3492488,Soyaux Angoulême XV Charente,,A-Few-Years,731,2018-07-01,2020-06-01,What sports team is Sakiusa Bureitakiyaca a member of?
Q62576160,Jefferson Alexander Cepeda,P54,member of sports team,Q752425,EF Education-EasyPost,,A-Few-Years,730,2022-08-01,,Which sports team is Jefferson Alexander Cepeda a member of?
Q6401503,Kheyrollah Veisi,P54,member of sports team,Q6417256,Naft Masjed Soleyman F.C.,,A-Few-Years,731,2013-01-01,2014-01-01,Which sports team is Kheyrollah Veisi a member of?
Q4169424,Dubivka,P17,country,Q34266,Russian Empire,,A-Few-Years,1214,1793-01-01,1917-03-07,What country is Dubivka in?
Q282776,Ratko Dostanić,P54,member of sports team,Q3544941,FK Timok 1919,,A-Few-Years,730.0,1981-01-01,1983-01-01,Which sports team is Ratko Dostanić a member of?
Q112194465,Pierre Latu,P39,position held,Q73983218,Sub-prefect of Péronne,,A-Few-Years,1461,1989-01-01,1993-01-01,What position did Pierre Latu hold?
Q104649225,MS Carina,P8047,country of registry,Q20,Norway,,A-Few-Years,1521.5,1947-02-01,1952-05-01,What country is MS Carina registered in?
Q4103626,Varvarivka,P17,country,Q15180,Soviet Union,,A-Few-Years,1226,1921-03-18,1922-12-29,What country is Varvarivka in?
Q60263141,Verônica Lima,P463,member of,Q3093391,Império Serrano,,A-Few-Years,1826,2019-01-01,2022-01-01,What organization is Verônica Lima a member of?
Q119199354,Dzene Makhwade-Seboni,P106,occupation,Q2462658,manager,,A-Few-Years,1461,1993-01-01,1997-01-01,What is the occupation of Dzene Makhwade-Seboni?
Q6317338,Justin Bannan,P54,member of sports team,Q276539,Baltimore Ravens,,A-Few-Years,1461,2006-01-01,2009-01-01,Which sports team is Justin Bannan a member of?
Q17635357,Joaquín Gómez de la Cortina,P39,position held,Q47504279,Rector of the Complutense University of Madrid,,A-Few-Years,3626,1841-01-27,1842-09-03,What position did Joaquín Gómez de la Cortina hold?
Q56599388,William Henry Doveton Haggard,P39,position held,Q56761122,ambassador of the United Kingdom to Ecuador,,A-Few-Years,1825,1890-01-01,1894-01-01,What position did William Henry Doveton Haggard hold?
Q5235986,David Khmelidze,P54,member of sports team,Q391107,FC Zvezda Irkutsk,,A-Few-Years,730.0,2006-01-01,2006-01-01,Which sports team is David Khmelidze a member of?
Q4161414,Emir Dizdarević,P1532,country for sport,Q225,Bosnia and Herzegovina,,A-Few-Years,3251.5,2008-05-13,2024-04-19,What country does Emir Dizdarević represent in sport?
Q7878673,Uladzimir Marhulets,P54,member of sports team,Q995028,FC Granit Mikashevichi,,A-Few-Years,913.0,2010-01-01,2011-01-01,What sports team is Uladzimir Marhulets a member of?
Q603993,Antonio Palocci,P39,position held,Q18176438,Minister of Finance of Brazil,,A-Few-Years,1461.0,2003-01-01,2006-03-27,What position did Antonio Palocci hold?
Q278178,Seán Haughey,P39,position held,Q18043391,senator of Ireland,,A-Few-Years,1655,1987-04-25,1989-07-05,What position did Seán Haughey hold?
Q1789942,Carlinhos de Jesus,P463,member of,Q3093391,Império Serrano,,A-Few-Years,1095,2012-01-01,2012-01-01,What organization is Carlinhos de Jesus a member of?
Q3126619,Hamza Tlili,P54,member of sports team,Q105623914,الملعب الرياضي بالمكناسي,,A-Few-Years,1096,2019-01-01,,Which sports team is Hamza Tlili a member of?
Q76363640,José Maria Tormo,P54,member of sports team,Q16188892,Club Tennis de la Salut,,A-Few-Years,730.5,1909-01-01,1912-01-01,Which sports team is José Maria Tormo a member of?
Q4821333,Whelliton,P54,member of sports team,Q688300,S.C. Beira-Mar,,A-Few-Years,730.5,2003-01-01,2004-01-01,Which sports team is Whelliton a member of?
Q5236526,David Levene,P54,member of sports team,Q7059418,Northfleet United F.C.,,A-Few-Years,1096,1930-01-01,1932-01-01,What sports team is David Levene a member of?
Q94872883,Louis André Gosse,P27,country of citizenship,Q142,France,,A-Few-Years,3104.0,1798-01-01,1813-01-01,What country is Louis André Gosse a citizen of?
Q115941591,Evelien Post,P54,member of sports team,Q115859622,Vitron Wilstra,,A-Few-Years,730.5,2004-01-01,2004-01-01,Which sports team is Evelien Post a member of?
Q26260955,Branislav Arsenović,P6087,coach of sports team,Q18127493,SSV Jahn Regensburg II,,A-Few-Years,1826.0,2005-01-01,2006-01-01,Which sports team does Branislav Arsenović coach?
Q1690473,Joachim Sigusch,P54,member of sports team,Q297709,ASG Vorwärts Neubrandenburg,,A-Few-Years,1095,1969-01-01,1970-01-01,Which sports team is Joachim Sigusch a member of?
Q2168351,Leroy Resodihardjo,P54,member of sports team,Q653119,Almere City FC,,A-Few-Years,913.5,2011-01-01,2012-01-01,Which sports team is Leroy Resodihardjo a member of?
Q3609169,Aldo Croce,P54,member of sports team,Q289707,A.C. Reggiana 1919,,A-Few-Years,730,1938-01-01,1939-01-01,Which sports team is Aldo Croce a member of?
Q16585099,Oreste Perfetti,P54,member of sports team,Q1543,AC Milan,,A-Few-Years,1643.5,1915-01-01,1916-01-01,Which sports team is Oreste Perfetti a member of?
Q81215460,Paul Blanc,P39,position held,Q63050030,ambassador of France to Mozambique,,A-Few-Years,1643.5,1977-01-01,1981-01-01,What position did Paul Blanc hold?
Q545591,Thierry Steimetz,P54,member of sports team,Q221752,F91 Dudelange,,A-Few-Years,731,2012-01-01,2014-01-01,Which sports team is Thierry Steimetz a member of?
Q123368604,Bernard Dumolard,P39,position held,Q74814220,sub-prefect of Bagnères-de-Bigorre,,A-Few-Years,731,1994-01-01,1997-01-01,What position did Bernard Dumolard hold?
Q12715294,Hans Jacob Olsen Aschjem,P39,position held,Q9045502,member of the Parliament of Norway,,A-Few-Years,1096,1862-01-01,1864-01-01,What position did Hans Jacob Olsen Aschjem hold?
Q7384221,Ryan Kirby,P54,member of sports team,Q48945,Northampton Town F.C.,,A-Few-Years,730,1996-01-01,1996-01-01,Which sports team is Ryan Kirby a member of?
Q19877287,Mauricio Alvarenga,P54,member of sports team,Q2979879,C.D. Juventud Olímpica Metalio,,A-Few-Years,1096.0,1972-01-01,1974-01-01,Which sports team is Mauricio Alvarenga a member of?
Q3093869,Gabriel Michel,P39,position held,Q3188068,juge consulaire,,A-Few-Years,3287.0,1730-01-01,1731-01-01,What position did Gabriel Michel hold?
Q3139476,Kopparnäs,P31,instance of,Q12813115,urban area in Sweden,,A-Few-Years,1461.0,2015-12-31,2018-12-30,What is Kopparnäs an instance of?
Q7177060,Peter Sprung,P54,member of sports team,Q170105,Stuttgarter Kickers,,A-Few-Years,913.0,2012-01-01,2013-01-01,Which sports team is Peter Sprung a member of?
Q42088903,Piet van Dijk,P39,position held,Q100235642,mayor of Aa en Hunze,,A-Few-Years,2867.5,2017-09-14,2019-01-01,What position did Piet van Dijk hold?
Q6988488,Neil Duffy,P54,member of sports team,Q192873,Dundee United F.C.,,A-Few-Years,1096.0,1985-01-01,1985-01-01,Which sports team is Neil Duffy a member of?
Q17636544,Peter Koning,P54,member of sports team,Q60762887,EvoPro Racing,,A-Few-Years,730.5,2019-06-01,2020-01-01,Which sports team is Peter Koning a member of?
Q17476819,Michael Oliver,P54,member of sports team,Q18513,Gateshead F.C.,,A-Few-Years,730,2006-01-01,2006-01-01,What sports team is Michael Oliver a member of?
Q3619958,Antonio Nonis,P54,member of sports team,Q29400,Taranto Sport,,A-Few-Years,730.5,1947-01-01,1948-01-01,Which sports team is Antonio Nonis a member of?
Q3508324,SGEN-CFDT,P1037,director / manager,Q3368892,Patrice Béghain,,A-Few-Years,2739.5,1980-01-01,1983-01-01,Who is the director or manager of SGEN-CFDT?
Q19973701,Robert Skov,P54,member of sports team,Q723489,Silkeborg IF,,A-Few-Years,730,2015-01-01,2018-01-19,Which sports team is Robert Skov a member of?
Q106095243,Eléonore Saraiva,P54,member of sports team,Q105702884,Team Abadie Magnan,,A-Few-Years,1643.5,2020-01-01,,What sports team is Eléonore Saraiva a member of?
Q3299906,Matthieu Lazerges,P54,member of sports team,Q297901,ASM Clermont Auvergne,,A-Few-Years,731,1999-01-01,2002-01-01,What sports team is Matthieu Lazerges a member of?
Q11986538,Liv Monica Stubholt,P39,position held,Q16147743,State Secretary,,A-Few-Years,2962.0,2005-11-07,2007-09-21,What position did Liv Monica Stubholt hold?
Q6163589,Jason T. Smith,P39,position held,Q13218630,United States representative,,A-Few-Years,730,2013-06-04,2015-01-03,What position did Jason T. Smith hold?
Q16146022,Marat Alchagirov,P54,member of sports team,Q29115,FC Lokomotiv Moscow,,A-Few-Years,913.5,2008-01-01,2008-01-01,Which sports team is Marat Alchagirov a member of?
Q97731279,Auguste de Toulgoët,P39,position held,Q75105866,Sub-prefect of Villefranche-de-Rouergue,,A-Few-Years,1181.0,1856-12-18,1858-10-27,What position did Auguste de Toulgoët hold?
Q95929,Peter Sodann,P937,work location,Q1733,Magdeburg,,A-Few-Years,1826,1975-01-01,1980-01-01,Where did Peter Sodann work?
Q215363,Sveriges Television,P169,chief executive officer,Q18613010,Magnus Faxén,,A-Few-Years,1600,1979-01-01,1981-01-01,Who is the chief executive officer of Sveriges Television?
Q29109966,Nicola Conci,P54,member of sports team,Q682460,Lidl-Trek,,A-Few-Years,731,2018-01-01,2021-01-01,Which sports team is Nicola Conci a member of?
Q1870862,Goffredo Colombi,P54,member of sports team,Q759482,US Cremonese,,A-Few-Years,1095,1946-01-01,1948-01-01,Which sports team is Goffredo Colombi a member of?
Q4715464,Aleksandr Sudarikov,P54,member of sports team,Q324338,FC Torpedo Moscow,,A-Few-Years,731,1992-01-01,1994-01-01,Which sports team is Aleksandr Sudarikov a member of?
Q3363703,Bank of Mozambique,P1037,director / manager,Q10272837,Eneas da Conceição Comiche,,A-Few-Years,1747.5,1986-04-24,1991-07-24,Who is the director or manager of Bank of Mozambique?
Q6104810,J. Batty Langley,P39,position held,Q41582572,member of the 25th Parliament of the United Kingdom,,A-Few-Years,1228.0,1894-07-05,1895-07-08,What position did J. Batty Langley hold?
Q7239726,Predrag Živadinović,P54,member of sports team,Q809982,FK Bashkimi,,A-Few-Years,730,2007-01-01,2008-01-01,Which sports team is Predrag Živadinović a member of?
Q795525,Mateusz Prus,P54,member of sports team,Q2232936,Hetman Zamość,,A-Few-Years,730.5,2007-01-01,2009-01-01,Which sports team is Mateusz Prus a member of?
Q7106154,Oscar Nakaoshi,P54,member of sports team,Q11223520,Honda Baseball Team,,A-Few-Years,1095,2013-01-01,2015-01-01,Which sports team is Oscar Nakaoshi a member of?
Q13522457,"John Butterfield, Baron Butterfield",P39,position held,Q140891552,Vice-chancellor of the University of Nottingham,,A-Few-Years,3215.5,1971-01-01,1975-01-01,"What position did John Butterfield, Baron Butterfield hold?"
Q1256025,Ichizo Nakata,P54,member of sports team,Q385074,Oita Trinita,,A-Few-Years,731,1998-01-01,1998-01-01,Which sports team is Ichizo Nakata a member of?
Q7694001,Teddy Bridgewater,P54,member of sports team,Q221150,Minnesota Vikings,,A-Few-Years,1461.0,2014-01-01,2017-01-01,Which sports team is Teddy Bridgewater a member of?
Q121108,Joseph Valentin Boussinesq,P937,work location,Q175081,Gap,,A-Few-Years,730.5,1866-01-01,1872-01-01,Where did Joseph Valentin Boussinesq work?
Q7307758,Reg Davies,P54,member of sports team,Q48948,Port Vale F.C.,,A-Few-Years,730,1964-01-01,1965-01-01,What sports team is Reg Davies a member of?
Q5496158,Fred Roberts,P54,member of sports team,Q19444,Birmingham City F.C.,,A-Few-Years,2191.5,1933-01-01,1934-01-01,Which sports team is Fred Roberts a member of?
Q4786733,Archie Manuel,P39,position held,Q41582603,member of the 40th Parliament of the United Kingdom,,A-Few-Years,1221.5,1951-10-25,1955-05-06,What position did Archie Manuel hold?
Q407064,Air Education and Training Command,P361,part of,Q741723,United States Army Air Forces,,A-Few-Years,1031.5,1943-07-07,1947-09-16,What is Air Education and Training Command part of?
Q3681714,Clyde Bradshaw,P54,member of sports team,Q5416043,Evansville Thunder,,A-Few-Years,1461.0,1985-01-01,1986-01-01,What sports team is Clyde Bradshaw a member of?
Q14524563,Achille Malaspina,P54,member of sports team,Q289186,A.C. Fanfulla 1874,,A-Few-Years,1095.0,1924-01-01,1927-01-01,Which sports team is Achille Malaspina a member of?
Q16562520,Gustavo Gay,P54,member of sports team,Q8455,F.C. Pro Vercelli 1892,,A-Few-Years,730.5,1921-01-01,1923-01-01,Which sports team is Gustavo Gay a member of?
Q64777842,Giuseppe Maria Costantini,P39,position held,Q135726555,Roman Catholic Bishop of Nepi and Sutri,,A-Few-Years,2449.5,1878-07-15,1891-06-01,What position did Giuseppe Maria Costantini hold?
Q7152712,Paul Newman,P54,member of sports team,Q3041569,Durham County Cricket Club,,A-Few-Years,2009.0,1990-01-01,1990-01-01,Which sports team was Paul Newman a member of?
Q747952,Jean-Pierre Lafon,P39,position held,Q26252198,ambassador of France to Lebanon,,A-Few-Years,1826.0,1994-01-01,1997-01-01,What position did Jean-Pierre Lafon hold?
Q5547250,Georgi Zotov,P54,member of sports team,Q29103,FC Kuban Krasnodar,,A-Few-Years,730,2016-01-01,,Which sports team is Georgi Zotov a member of?
Q16063905,Herluf Rasmussen,P39,position held,Q111913237,temporary Member of the Folketing,,Many-Years,5275.5,1989-10-05,1989-12-04,What position did Herluf Rasmussen hold?
Q1363825,Saint Vincent Archabbey,P488,chairperson,Q96741416,Martin Bartel,,Many-Years,13696.5,2020-01-01,,Who is the chairperson of Saint Vincent Archabbey?
Q16426003,Cornereva,P17,country,Q2685298,Romanian People's Republic,,Many-Years,7666.5,1947-12-30,1965-08-21,What country is Cornereva in?
Q877021,Maroodi Jeeh,P17,country,Q662653,British Somaliland,,Many-Years,19609.0,1884-01-01,1960-01-01,What country is Maroodi Jeeh in?
Q8214486,Kaliningrad Chkalovsk,P17,country,Q15180,Soviet Union,,Many-Years,10406.0,1945-01-01,1991-12-25,What country is Kaliningrad Chkalovsk in?
Q34285209,Hochreut,P281,postal code,,94469,,Many-Years,5711.5,1993-07-01,,What is the postal code of Hochreut?
Q104176162,Карачаровская волость,P17,country,Q2305208,Russian Socialist Federative Soviet Republic,,Many-Years,36706.5,1918-01-01,1922-01-01,What country is Карачаровская волость in?
Q4098569,Buki,P17,country,Q243610,Ukrainian People's Republic,,Many-Years,13150.0,1917-11-08,1921-03-17,What country is Buki associated with?
Q121307384,Ströhlhof,P281,postal code,,8451,,Many-Years,5711.5,1962-03-23,1990-09-28,What is the postal code of Ströhlhof?
Q4399561,Rudnichnyy,P17,country,Q15180,Soviet Union,,Many-Years,37985.0,1922-01-01,1991-01-01,What country is Rudnichnyy in?
Q5684356,Tião Bocalom,P39,position held,Q126735410,state secretary of Acre,,Many-Years,4748.5,1999-01-01,2000-05-01,What position does Tião Bocalom hold?
Q12112327,Conduratu,P17,country,Q2685298,Romanian People's Republic,,Many-Years,8515.5,1947-12-30,1965-08-21,What country is Conduratu associated with?
Q14176180,Nănești,P17,country,Q2685298,Romanian People's Republic,,Many-Years,8515.5,1947-12-30,1965-08-21,What country is Nănești in?
Q2287766,"Simon Ramsay, 16th Earl of Dalhousie",P39,position held,Q61061,chancellor,,Many-Years,5751.5,1977-01-01,1992-01-01,"What position did Simon Ramsay, 16th Earl of Dalhousie hold?"
Q2683,Parma,P17,country,Q165040,Duchy of Parma and Piacenza,,Many-Years,10428.0,1545-09-26,1802-10-31,What country is Parma in?
Q120403339,Leipätehdas,P127,owned by,Q11862138,Helsingin Yliopistokiinteistöt,,Many-Years,15706.0,2009-01-01,,Who owns Leipätehdas?
Q2022301,Chernolik,P17,country,Q219,Bulgaria,,Many-Years,4660.5,1878-07-13,1913-08-10,What country is Chernolik in?
Q11982043,Kristian Birger Gundersen,P39,position held,Q16159375,deputy member of the Parliament of Norway,,Many-Years,4200.0,1945-01-01,1949-01-01,What position did Kristian Birger Gundersen hold?
Q6905,Frankenthal,P6,head of government,Q36608224,Martin Hebich,,Many-Years,4383.0,2015-01-01,2023-01-01,Who is the head of government of Frankenthal?
Q107649993,Phillip T. Young,P39,position held,Q188628,board of directors,,Many-Years,4017.5,1979-01-01,1988-01-01,What position did Phillip T. Young hold?
Q172579,Kingdom of Italy,P35,head of state,Q150642,Victor Emmanuel III of Italy,,Many-Years,8236,1900-07-29,1946-05-09,Who was the head of state of Kingdom of Italy?
Q12095942,Gâlțești,P17,country,Q203493,Kingdom of Romania,,Many-Years,8515.5,1881-05-22,1947-12-30,What country is Gâlțești in?
Q26257557,Rumen Radev,P102,member of political party,Q327591,independent politician,,Many-Years,7487.5,1990-01-01,2026-01-01,Which political party is Rumen Radev a member of?
Q11977145,Ingeborg Midttun,P102,member of political party,Q327591,independent politician,,Many-Years,6757.0,2010-01-01,2011-01-01,Which political party is Ingeborg Midttun a member of?
Q15199204,Bang Kruai,P31,instance of,Q15141625,subdistrict municipality,,Many-Years,5676.5,1994-08-24,2002-12-16,What is Bang Kruai an instance of?
Q263831,Tom Schieffer,P39,position held,Q1715778,United States Ambassador to Australia,,Many-Years,5890.0,2001-08-23,2005-02-18,What position did Tom Schieffer hold?
Q109203862,"Fischer-von-Erlach-Denkmal, Rathausplatz, Vienna",P276,location,Q335894,Karlsplatz,,Many-Years,6230.5,1897-01-01,1902-01-01,"Where is Fischer-von-Erlach-Denkmal, Rathausplatz, Vienna located?"
Q14262133,Secăria,P17,country,Q842794,Socialist Republic of Romania,,Many-Years,8515.5,1965-08-21,1989-12-22,What country is Secăria in?
Q21557220,Lady Sybil Marjorie Lubbock (née Cuffe),P26,spouse,Q7167464,Percy Lubbock,,Many-Years,4676.5,1926-12-08,1943-12-31,Who is the spouse of Lady Sybil Marjorie Lubbock (née Cuffe)?
Q61133719,Kneginje Zorke,P138,named after,Q226738,Princess Zorka of Montenegro,,Many-Years,18445.0,1896-01-01,1946-01-01,What is Kneginje Zorke named after?
Q781602,Berbești,P17,country,Q600018,Kingdom of Hungary,,Many-Years,12436.5,1940-08-30,1944-10-25,What country is Berbești in?
Q108037,Valmiera,P17,country,Q211,Latvia,,Many-Years,18774,1918-01-01,1940-08-05,What country is Valmiera in?
Q3894343,Grid,P17,country,Q218,Romania,,Many-Years,15984,1989-12-22,,What country is Grid associated with?
Q12134515,Nucet,P17,country,Q842794,Socialist Republic of Romania,,Many-Years,8515.5,1965-08-21,1989-12-22,What country is Nucet in?
Q38719381,LSWR O2 class 205 → W21 “Sandown”,P137,operator,Q7570387,Southern Region of British Railways,,Many-Years,10287.5,1948-01-01,1966-05-01,Who operated LSWR O2 class 205 → W21 “Sandown”?
Q109956,Hedda Vernon,P26,spouse,Q123312744,Andreas Lacinik,,Many-Years,8276.5,1953-06-03,1961-08-10,Who is the spouse of Hedda Vernon?
Q7669846,"TDLR 1 to 3, 6, and 8",P137,operator,Q3743662,Tralee and Dingle Light Railway,,Many-Years,10226.5,1889-01-01,1925-01-01,"Who is the operator of TDLR 1 to 3, 6, and 8?"
Q3893477,Capu Dealului,P17,country,Q131964,Austrian Empire,,Many-Years,15984,1804-08-11,1867-03-30,What country is Capu Dealului in?
Q852122,Bichigiu,P17,country,Q2685298,Romanian People's Republic,,Many-Years,12436.5,1947-12-30,1965-08-21,What country is Bichigiu in?
Q16404252,Ilmar Mändmets,P102,member of political party,Q913551,Social Democratic Party,,Many-Years,5844.0,1998-01-01,2015-01-01,Which political party is Ilmar Mändmets a member of?
Q63992360,Ljunits härads tingslag,P361,part of,Q63991521,"Vemmenhögs, Ljunits och Herrestads häraders domsaga",,Many-Years,31776.0,1865-01-01,,What larger whole is Ljunits härads tingslag part of?
Q939156,Lugașu de Sus,P17,country,Q153136,Habsburg monarchy,,Many-Years,15127.0,1699-01-26,1804-08-11,What country is Lugașu de Sus in?
Q16427246,Beltiug,P17,country,Q131964,Austrian Empire,,Many-Years,8889,1804-08-11,1867-03-30,What country is Beltiug in?
Q830577,Alma Vii,P17,country,Q203493,Kingdom of Romania,,Many-Years,15984,1918-12-01,1947-12-30,What country is Alma Vii in?
Q3888417,Nețeni,P17,country,Q516160,First Hungarian Republic,,Many-Years,12436.5,1918-11-16,1918-12-01,What country is Nețeni in?
Q5982762,Ian Robinson,P39,position held,Q18912794,member of the Australian House of Representatives,,Many-Years,5806.5,1963-11-30,1984-12-01,What position did Ian Robinson hold?
Q552956,Cracu Almăj,P17,country,Q2685298,Romanian People's Republic,,Many-Years,7666.5,1947-12-30,1965-08-21,What country is Cracu Almăj in?
Q74822846,Afham,P281,postal code,,84385,,Many-Years,5711.5,1993-07-01,,What is the postal code of Afham?
Q12724971,Măgura,P17,country,Q203493,Kingdom of Romania,,Many-Years,8515.5,1881-05-22,1947-12-30,What country is Măgura in?
Q1691609,Joe S. Vasquez,P937,work location,Q979901,Fort Stockton,,Many-Years,3653,1987-01-01,1997-01-01,Where does Joe S. Vasquez work?
Q12153601,Slăvești,P17,country,Q218,Romania,,Many-Years,8515.5,1989-12-22,,What country is Slăvești in?
Q15256,Ivangorod,P17,country,Q170770,Grand Principality of Moscow,,Many-Years,7715.5,1492-01-01,1547-01-01,Which country is Ivangorod in?
Q383156,Rebra,P17,country,Q28513,Austria–Hungary,,Many-Years,12436.5,1867-03-30,1918-11-16,What country is Rebra in?
Q5055021,Vetiș,P6,head of government,Q610503,Iuliu Ilyés,,Many-Years,3805.0,2016-01-01,2024-11-01,Who is the head of government of Vetiș?
Q2154954,Vegetarian Society,P2813,house publication,Q71863401,The Vegetarian Messenger,,Many-Years,13514,1849-01-01,1860-01-01,What is the house publication of Vegetarian Society?
Q4496955,Alexei Khvostenko,P551,residence,Q159,Russia,,Many-Years,6620.0,2004-04-01,,Where did Alexei Khvostenko reside?
Q12724969,Mădăraș,P17,country,Q2685298,Romanian People's Republic,,Many-Years,12436.5,1947-12-30,1965-08-21,What country is Mădăraș in?
Q12160974,Tătărăi,P17,country,Q842794,Socialist Republic of Romania,,Many-Years,8515.5,1965-08-21,1989-12-22,What country is Tătărăi in?
Q12165379,Făget,P17,country,Q2685298,Romanian People's Republic,,Many-Years,8515.5,1947-12-30,1965-08-21,What country is Făget in?
Q106450968,Landscape with Fishermen,P127,owned by,Q768366,"Leopold, Prince of Salerno",,Many-Years,8583.5,1830-01-01,1851-01-01,Who owns Landscape with Fishermen?
Q2597701,Kranevo,P17,country,Q218,Romania,,Many-Years,4660.5,1913-08-10,1918-05-07,What country is Kranevo in?
Q2959831,Charles Miron,P39,position held,Q63973158,bishop of Angers,,Many-Years,7022.0,1588-06-20,1616-05-01,What position did Charles Miron hold?
Q34287866,Weinberg,P281,postal code,,94469,,Many-Years,5711.5,1993-07-01,,What is the postal code of Weinberg?
Q12025107,Jiří Drda,P102,member of political party,Q1755236,Civic Forum,,Many-Years,5113.5,1989-01-01,1991-01-01,Which political party is Jiří Drda a member of?
Q4209418,Kalina,P17,country,Q219,Bulgaria,,Many-Years,4660.5,1878-07-13,1913-08-10,What country is Kalina?
Q16063325,Patrick Power,P39,position held,Q15964890,member of the House of Commons of Canada,,Many-Years,4211.0,1867-08-07,1872-07-19,What position did Patrick Power hold?
Q2938734,Cargill Gilston Knott,P39,position held,Q176968,foreign government advisor in Meiji Japan,,Many-Years,6391.5,1883-01-01,1891-01-01,What position did Cargill Gilston Knott hold?
Q1069508,World Festival of Black Arts,P276,location,Q8673,Lagos,,Many-Years,8162.0,1977-01-15,1977-02-12,Where is the World Festival of Black Arts located?
Q26294550,Prospect House,P466,occupant,Q6386521,Northumberland County Council,,Many-Years,12829.0,2009-04-01,2016-01-01,Who is the occupant of Prospect House?
Q10726902,sodna enota Åsele,P361,part of,Q63037382,severni sodni okraj Ångermanland,,Many-Years,4383,1811-01-01,1819-12-31,What is sodna enota Åsele part of?
Q12084578,Braniște,P17,country,Q2685298,Romanian People's Republic,,Many-Years,7666.5,1947-12-30,1965-08-21,What country is Braniște in?
Q111598764,Regis College Building,P466,occupant,Q33117,Sisters of St. Joseph,,Many-Years,23193.0,1926-01-01,2008-01-01,Who occupies Regis College Building?
Q134874706,Allegheny Branch,P127,owned by,Q56223951,Allegheny Valley Railroad,,Many-Years,14610,1852-01-01,1892-01-01,Who owns Allegheny Branch?
Q11801048,Otto Chodecki,P39,position held,Q63922330,Kraków voivode,,Many-Years,4383.0,1533-01-01,1534-01-01,What position did Otto Chodecki hold?
Q3384052,Pierre Bois,P102,member of political party,Q870667,Workers' Struggle,,Many-Years,5114,1956-01-01,2002-01-01,Which political party is Pierre Bois a member of?
Q111200258,Seated nude woman,P608,exhibition history,Q125399109,Giovanni Boldini. Lo sguardo nell'anima,,Many-Years,16345.5,2021-10-29,2022-03-13,What is the exhibition history of Seated nude woman?
Q833660,Boiu,P17,country,Q516160,First Hungarian Republic,,Many-Years,15984,1918-11-16,1918-12-01,What country is Boiu in?
Q3083902,François Barry Martin-Delongchamps,P39,position held,Q40348,lawyer,,Many-Years,4200.5,2018-01-01,,What position did François Barry Martin-Delongchamps hold?
Q34437551,Gschwendt,P281,postal code,,94547,,Many-Years,5711.5,1993-07-01,,What is the postal code of Gschwendt?
Q1752692,Union Pacific 844,P2802,fleet or registration number,,844,,Many-Years,8127.0,1944-12-01,1962-06-01,What is the fleet or registration number of Union Pacific 844?
Q12121218,Manțu,P17,country,Q203493,Kingdom of Romania,,Many-Years,8515.5,1881-05-22,1947-12-30,What country is Manțu in?
Q753415,Vinerea,P17,country,Q28513,Austria–Hungary,,Many-Years,15984,1867-03-30,1918-11-16,What country is Vinerea in?
Q107064541,An extensive seascape with figures by a boat on a shore near Huisduinen,P127,owned by,Q234052,Grand Duchess Maria Nikolaevna of Russia,,Many-Years,35416.5,1852-01-01,1876-01-01,Who owns An extensive seascape with figures by a boat on a shore near Huisduinen?
Q30345836,Rosa Newman-Walinsky,P27,country of citizenship,Q174193,United Kingdom of Great Britain and Ireland,,Many-Years,4382,1900-01-01,1912-01-01,What country is Rosa Newman-Walinsky a citizen of?
Q12741315,Capitoline Wolf in Bucharest,P276,location,Q16510101,piața Roma,,Many-Years,8401,1908-01-01,1931-01-01,Where is Capitoline Wolf in Bucharest located?
Q21159,Husum,P281,postal code,,25813,,Many-Years,9131.5,1993-01-01,,What is the postal code of Husum?
Q2721072,Necșești,P17,country,Q2685298,Romanian People's Republic,,Many-Years,8515.5,1947-12-30,1965-08-21,What country is Necșești in?
Q907387,equestrian statue of Marcus Aurelius,P276,location,Q468405,Lateran,,Many-Years,229190.0,0750-01-01,1538-01-01,Where is the equestrian statue of Marcus Aurelius located?
Q31606656,Gora Lysaya,P17,country,Q159,Russia,,Many-Years,49307.5,1991-01-01,,What country is Gora Lysaya in?
Q1140873,KTLA,P1416,affiliation,Q1262316,DuMont Television Network,,Many-Years,4268,1947-01-01,1948-01-01,What is the affiliation of KTLA?
Q118455550,Adolf Breitsameter,P27,country of citizenship,Q7318,Nazi Germany,,Many-Years,4383,1933-01-01,1945-01-01,What country is Adolf Breitsameter a citizen of?
Q10531609,Häradshammars landskommun,P361,part of,Q31883930,Bråbygdens tingslag,,Many-Years,13513.5,1904-01-01,1947-12-31,What larger entity is Häradshammars landskommun part of?
Q755512,Oarța de Sus,P17,country,Q842794,Socialist Republic of Romania,,Many-Years,12436.5,1965-08-21,1989-12-22,What country is Oarța de Sus in?
Q12113247,Coroiești,P17,country,Q153136,Habsburg monarchy,,Many-Years,15984,1711-04-29,1804-08-11,What country is Coroiești in?
Q1000078,Moravská Třebová,P6,head of government,Q25929888,Emil Hofrichter,,Many-Years,25167.0,1885-01-01,1891-01-01,Who is the head of government of Moravská Třebová?
